cutoff,trace_distance_to_previous,fidelity_to_previous,maximum_raw_trace_error,maximum_boundary_population,observable_linf_difference,maximum_task_score_difference,passed
4,0.00042665807302221323,0.9999941697985144,4.6629367034256575e-15,1.4183723612628878e-07,1.3637456683047652e-06,,True
