interaction,d_eoc,region,subleading_eigenvalue_modulus,tp_residual,echo_final_trace_distance,linear_memory_capacity,nonlinear_memory_capacity
0.0,-0.14483433593925496,crossover,0.9615832248747499,2.9846017153635206e-15,0.8372582599423468,0.0,0.0
1.0,1.1280083409967325,chaotic,0.959584480785498,2.895817367432808e-15,0.8222463380674762,0.0,0.0
4.0,4.9465363718046955,chaotic,0.9592738811066038,2.8248541624876214e-15,0.8509881126909205,0.43928022294733415,0.0
8.0,10.037907079548646,chaotic,0.9479491236848335,2.6962453076247923e-15,0.8462651954569353,0.36327549330851294,0.0
