boundary_shell_population,delayed_memory_score,eigenvalue_mixing_gap,final_trace_distance_after_input_perturbation,interaction,maximum_supported_photon_number,mean_photon_number,minimum_eigenvalue,signed_distance_to_boundary,singular_value_gap,subleading_eigenvalue_modulus,subleading_singular_value,trace
0.0,0.0,0.026822355007803056,0.00016331117932286867,0.0,3.0,0.7282427611800529,0.006662554040155018,-0.8591329305249669,0.001352875309164392,0.9731776449921969,0.9986471246908356,1.0
0.0,0.0,0.03420357820304165,0.00025357011649297987,1.0,3.0,0.4984276462290269,0.0017017624652504624,0.14086706947503314,0.0013084507870547712,0.9657964217969583,0.9986915492129452,1.0
0.0,0.01697911926287088,0.04530268634610102,0.0001881628618582016,4.0,3.0,0.3691138532758961,0.0009881723634165374,-1.0514647481350154,0.0007156337430105353,0.954697313653899,0.9992843662569895,0.9999999999999999
0.0,0.0,0.040083908400808776,0.00020834378744861873,8.0,3.0,0.35414659469792564,0.0004720592353226145,2.9485352518649846,-0.00041258283862255496,0.9599160915991912,1.0004125828386226,1.0
