backend_calls,condition_number,data_seed,max_statistic_threshold,measurement_seed,numerical_rank,participation_rank,rank_threshold,raw_capacity_bound_passed,raw_capacity_bound_residual,raw_total_capacity,reservoir_seed,significant_capacity_bound_passed,significant_capacity_bound_residual,significant_total_capacity,stable_rank
682,2.556254419732896,101,0.023104567142044837,7001,3,1.7428495932069028,3.7434917268135645e-09,True,0.2165043079027158,2.783495692097284,7,True,0.2269880138853142,2.773011986114686,1.3643705231459364
682,2.7953197818968443,101,0.020411707948266647,7001,3,2.023262135586933,4.542836602182827e-09,True,0.26918342809922624,2.7308165719007738,11,True,0.2984869715184524,2.7015130284815476,1.5603113310939416
682,2.819457797403795,211,0.02380638355352912,7001,3,1.7131666924094213,3.762449856128574e-09,True,0.23533631901170837,2.7646636809882916,7,True,0.23696898427266122,2.763031015727339,1.35201683418465
682,2.9775210468183975,211,0.021908798603497297,7001,3,1.9431244278762723,4.585782275745721e-09,True,0.27947364731723834,2.7205263526827617,11,True,0.29693943336470685,2.703060566635293,1.5061596683110534
