capacity,data_seed,degree,fdr_significant,interaction_order,max_statistic_significant,maximum_delay,measurement_seed,model,null_95_threshold,p_value,reservoir_seed,ridge_capacity,ridge_p_value,ridge_test_r2,selected_alpha,significant_capacity,squared_correlation,target_variance,task_multi_index,test_r2
0.7143413163193895,211,1,True,1,True,0,7001,cv_qrc,0.006544927646573084,0.0025,7,0.7143413163194234,0.0025,0.7143413163194234,1e-10,0.7143413163193895,0.7159413155492002,0.9785105673630425,"[1, 0, 0, 0, 0]",0.7143413163193895
0.7718838867204627,101,2,True,1,True,0,7001,cv_qrc,0.008493431302801783,0.0025,7,0.7710745309202679,0.0025,0.7710745309202679,10.0,0.7718838867204627,0.772196235777187,1.0219718845819827,"[2, 0, 0, 0, 0]",0.7718838867204627
0.7737457019907269,211,2,True,1,True,1,7001,cv_qrc,0.005651638253314527,0.0025,7,0.773748464137965,0.0025,0.773748464137965,10.0,0.7737457019907269,0.7749024997604854,0.9254671734351508,"[0, 2, 0, 0, 0]",0.7737457019907269
0.7753094079754184,101,2,True,1,True,1,7001,cv_qrc,0.0056840913884561375,0.0025,7,0.7754222073895515,0.0025,0.7754222073895515,1.0,0.7753094079754184,0.7759890808670475,1.0225115832061566,"[0, 2, 0, 0, 0]",0.7753094079754184
0.7992159739813367,211,2,True,1,True,0,7001,cv_qrc,0.002955049614989312,0.0025,7,0.7944325106764342,0.0025,0.7944325106764342,10.0,0.7992159739813367,0.8005245675697857,0.9246140479793065,"[2, 0, 0, 0, 0]",0.7992159739813367
0.8003316556883305,101,1,True,1,True,0,7001,cv_qrc,0.0052656715358599645,0.0025,11,0.7985018330337791,0.0025,0.7985018330337791,10.0,0.8003316556883305,0.8007814240777129,1.045718559857615,"[1, 0, 0, 0, 0]",0.8003316556883305
0.8170334351361317,211,1,True,1,True,0,7001,cv_qrc,0.006778004941247287,0.0025,11,0.817033435136111,0.0025,0.817033435136111,1e-10,0.8170334351361317,0.8193454891724323,0.9785105673630425,"[1, 0, 0, 0, 0]",0.8170334351361317
0.8668939172267045,101,1,True,1,True,1,7001,cv_qrc,0.00436583563340234,0.0025,11,0.8588899291760232,0.0025,0.8588899291760232,10.0,0.8668939172267045,0.8672465231634396,1.0453863044225216,"[0, 1, 0, 0, 0]",0.8668939172267045
0.8825825986817888,211,1,True,1,True,1,7001,cv_qrc,0.00789029267142981,0.0025,11,0.8825825986817412,0.0025,0.8825825986817412,1e-10,0.8825825986817888,0.8843963156235738,0.9796695947369337,"[0, 1, 0, 0, 0]",0.8825825986817888
0.9544733566056193,211,2,True,1,True,0,7001,cv_qrc,0.006125852227784567,0.0025,11,0.9545188372911199,0.0025,0.9545188372911199,0.1,0.9544733566056193,0.9555782072065624,0.9246140479793065,"[2, 0, 0, 0, 0]",0.9544733566056193
0.9554556784249305,101,2,True,1,True,0,7001,cv_qrc,0.005754784899799606,0.0025,11,0.9556675623240425,0.0025,0.9556675623240425,1.0,0.9554556784249305,0.9559011934619329,1.0219718845819827,"[2, 0, 0, 0, 0]",0.9554556784249305
