backend_calls,condition_number,data_seed,max_statistic_threshold,measurement_seed,model,nominal_dimension,nonzero_nonconstant_dimension,numerical_rank,participation_rank,rank_threshold,raw_capacity_bound_passed,raw_capacity_bound_residual,raw_total_capacity,reservoir_seed,significant_capacity_bound_passed,significant_capacity_bound_residual,significant_total_capacity,stable_rank
100,5096152.033037362,211,0.0,13001,reservoir,15,10,8,1.329540508814432,1.3973219225879267e-10,True,4.0000001552890465,3.9999998447109535,13,True,4.0000001552890465,3.9999998447109535,1.1639931005288429
100,,211,0.0,13001,identity,15,0,0,0.0,1e-12,True,0.0,0.0,13,True,0.0,0.0,0.0
