interaction,d_eoc,region,subleading_eigenvalue_modulus,tp_residual,echo_final_trace_distance,linear_memory_capacity,nonlinear_memory_capacity
0.0,-0.14483433593925496,crossover,0.9665977925162657,3.2139344986097235e-15,0.8132489371050844,0.0,0.0
1.0,1.1280083409967325,chaotic,0.9664495734038163,3.1267868484885396e-15,0.8136986783385751,0.0,0.0
4.0,4.9465363718046955,chaotic,0.9589730494574065,2.972919585932359e-15,0.8149716446100006,0.0,0.13802538925737362
8.0,10.037907079548646,chaotic,0.9649668436737623,3.172723767794866e-15,0.815604372252698,0.0,0.0
