backend_calls,condition_number,data_seed,max_statistic_threshold,measurement_seed,model,nominal_dimension,nonzero_nonconstant_dimension,numerical_rank,participation_rank,rank_threshold,raw_capacity_bound_passed,raw_capacity_bound_residual,raw_total_capacity,reservoir_seed,significant_capacity_bound_passed,significant_capacity_bound_residual,significant_total_capacity,stable_rank
290,2271327.525529483,211,0.03471032485461299,13001,reservoir,15,10,8,1.2346906908878794,1.399391469723829e-10,True,2.0000149967585203,5.99998500324148,17,True,2.0000149967585203,5.99998500324148,1.1179099941480013
290,2571241.673244324,211,0.03431559015634758,13001,reservoir,15,10,8,1.3818737978396818,2.2132569928350626e-10,True,2.000014996758467,5.999985003241533,13,True,2.000014996758467,5.999985003241533,1.1878690073260179
290,2623147.179119686,307,0.02182408897596271,13001,reservoir,15,10,8,1.2891728400004794,1.290522205961827e-10,True,2.0000350704207843,5.999964929579216,17,True,2.0000350704207843,5.999964929579216,1.146374374418247
290,3395487.6086146412,307,0.020039441085295186,13001,reservoir,15,10,8,1.2899313603013303,2.3332006108258704e-10,True,2.0000350704208945,5.9999649295791055,13,True,2.0000350704208945,5.9999649295791055,1.142689171144429
290,,211,0.0,13001,identity,15,0,0,0.0,1e-12,True,0.0,0.0,13,True,0.0,0.0,0.0
290,,211,0.0,13001,identity,15,0,0,0.0,1e-12,True,0.0,0.0,17,True,0.0,0.0,0.0
290,,307,0.0,13001,identity,15,0,0,0.0,1e-12,True,0.0,0.0,13,True,0.0,0.0,0.0
290,,307,0.0,13001,identity,15,0,0,0.0,1e-12,True,0.0,0.0,17,True,0.0,0.0,0.0
